R_Type,#,Barcodes,Location,Row,Column,Original Name,compound_name,core_common_name,substituents,conjugation,side_chain_group,salt,SMILES_unsalted,core_alkene,mw_g_mol,formula,state,concentration_mM
BA,335,r-ychhks,BADer,7,6,UCA 3a7b12a CHO 23CN,"3a,7b,12a(CHO),23(CN)-C24oic(OH)2(CHO)(CN)",NA,3a_7b_12a_23,NA,carboxylic_acid,NA,,NA,,,,
BA,170,R-YKZNUR,UCFBA,1,2,3a 7a 12b trihydroxy cholanic acid,"3a,7b,12b-C24oic(OH)3",NA,3a_7a_12b,NA,carboxylic_acid,NA,,NA,,,,
BA,176,R-D3XMRV,UCFBA,1,8,3a 7a 12b-trihydroxy-cholan-oic-acid,"3a,7b,12b-C24oic(OH)3",NA,3a_7a_12b,NA,carboxylic_acid,NA,,NA,,,,
BA,177,R-GJU5J4,UCFBA,1,9,3a 7a 12b _ 5bC24oic,"3a,7b,12b-C24oic(OH)3",NA,3a_7a_12b,NA,carboxylic_acid,NA,,NA,,,,
BA,180,R-48XGHA,UCFBA,2,2,UCA ursocholic acid,"3a,7b,12b-C24oic(OH)3",UCA,3a_7b_12b,NA,carboxylic_acid,NA,,NA,,,,
BA,487,R-57AEZP,UnCBA,9,3,3a 7b 12b,"3a,7b,12b-C24oic(OH)3",NA,3a_7b_12b,NA,carboxylic_acid,NA,,NA,,,,
BA,503,R-ZA3UVJ,UnCBA,10,9,3a 7b 12b,"3a,7b,12b-C24oic(OH)3",NA,3a_7b_12b,NA,carboxylic_acid,NA,,NA,,,,
BA,186,R-GMYZ9V,UCFBA,2,8,3a 7b 12K COOH,"3a,7b,12k-C24oic(OH)2(O)",NA,3a_7b_12k,NA,carboxylic_acid,NA,,NA,,,,
BA,436,R-SCBWC4,UnCBA,2,10,3a 7b 12k,"3a,7b,12k-C24oic(OH)2(O)",NA,3a_7b_12k,NA,carboxylic_acid,NA,,NA,,,,
BA,498,R-S4UPPN,UnCBA,10,4,3a 7b 12k,"3a,7b,12k-C24oic(OH)2(O)",NA,3a_7b_12k,NA,carboxylic_acid,NA,,NA,,,,
BA,577,R-H8NC99,MUnCBA,8,3,delta22-ursodeoxycholic acid,"3a,7b,22Δ-C24oic(OH)2",NA,3a_7b,NA,carboxylic_acid,NA,,22_23,,,,
BA,159,R-9Y8EJS,TauCBA,8,1,Tauro delta22 UDC Na+ salt (OK pure),"3a,7b,22Δ-C24oic(OH)2(C=C)",NA,3a_7b,Tau,sulfonic_acid,Sodium,,22_23,,,,
BA,457,R-SD4DKW,UnCBA,5,7,3a 7b delta 22,"3a,7b,22Δ-C24oic(OH)2(C=C)",NA,3a_7b,NA,carboxylic_acid,NA,,22_23,,,,
BA,486,R-7ZZW3E,UnCBA,9,2,3a 7b delta22 (red label),"3a,7b,22Δ-C24oic(OH)2(C=C)",NA,3a_7b,NA,carboxylic_acid,NA,,22_23,,,,
BA,274,R-2NC3JE,BADer,1,6,Me -7b-formyl norursodeoxy cholate 3a OH C23,"3a,7b(CHO)-C23methyl-oate(OH)(CHO)",NA,3a_7b,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,321,r-arsc3c,BADer,6,2,3a OH 7k-5b-cholan-24 methyl ester,"3a,7k-C24methyl-oate(OH)(O)",NA,3a_7k,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,187,R-NCB6HZ,UCFBA,2,9,3a OH 7K COOH,"3a,7k-C24oic(OH)(O)",NA,3a_7k,NA,carboxylic_acid,NA,,NA,,,,
BA,459,R-W4P353,UnCBA,5,9,3a 7k,"3a,7k-C24oic(OH)(O)",NA,3a_7k,NA,carboxylic_acid,NA,,NA,,,,
BA,530,R-85CZVS,MUnCBA,3,6,3aOH 7k COOH,"3a,7k-C24oic(OH)(O)",NA,3a_7k,NA,carboxylic_acid,NA,,NA,,,,
BA,489,R-CG9HT3,UnCBA,9,5,3a 7k delta11,"3a,7k,11Δ-C24oic(OH)(O)(C=C)",NA,3a_7k,NA,carboxylic_acid,NA,,11_12,,,,
BA,477,R-S3PTNS,UnCBA,8,3,3a 7k 12a (C23),"3a,7k,12a-C23oic(OH)2(O)",NA,3a_7k_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,517,R-MYQT6P,MUnCBA,2,4,"3a, 12a-dihydroxy-7-oxo-5b-cholan-23oic acid (C23)","3a,7k,12a-C23oic(OH)2(O)",NA,3a_7k_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,261,R-ECTU98,UCFBA,10,3,3a 7k 12a Me Ester,"3a,7k,12a-C24methyl-oate(OH)2(O)",NA,3a_7k_12k,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,471,R-H6WB4C,UnCBA,7,5,3a 7k 12a,"3a,7k,12a-C24oic(OH)2(O)",NA,3a_7k_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,502,R-XHCU37,UnCBA,10,8,3a 7k 12a,"3a,7k,12a-C24oic(OH)2(O)",NA,3a_7k_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,551,R-86X29E,MUnCBA,5,7,3a 12a-dihydroxy-7-oxo-cholanic acid,"3a,7k,12a-C24oic(OH)2(O)",NA,3a_7k_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,218,R-EW938Y,UCFBA,5,10,"3aOH 7, 12 diketo COOH","3a,7k,12k-C24oic(OH)(O)2",NA,3a_7k_12k,NA,carboxylic_acid,NA,,NA,,,,
BA,476,R-QVTM4M,UnCBA,7,10,3a 7k 12k,"3a,7k,12k-C24oic(OH)(O)2",NA,3a_7k_12k,NA,carboxylic_acid,NA,,NA,,,,
BA,169,R-P3NG7E,UCFBA,1,1,"3a OH, 7k, 12k COOH (impure)","3a,7k,12k-C24oic(OH)3",NA,3a_7k_12k,NA,carboxylic_acid,NA,,NA,,,,
BA,313,R-XAG22G,BADer,5,4,Triacetoxy methyl cholate; 3a 7a 12a-triacetoxy-5B-cholan-24-oyl methyl ester,"3a(Ac),7a(Ac),12(Ac)-C24methyl-oate(Ac)3",NA,3a_7a_12a,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,285,R-JA39SU,BADer,2,7,Ac3 Me Phocecheno (3a 7a 23R),"3a(Ac),7a(Ac),23R(Ac)-C24oic(Ac)3",NA,3a_7a_23R,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,333,r-vq6dug,BADer,7,4,bis nor litho chloride formate,3a(CHO)-C22oic(CHO),NA,3a,NA,carboxylic_acid,NA,,NA,,,,
BA,280,R-CJZNTZ,BADer,2,2,Nor-lithocholic acid 3-formate,3a(CHO)-C23oic(CHO),NA,3a,NA,carboxylic_acid,NA,,NA,,,,
BA,351,r-qs8x57,BADer,9,2,3a 12a diformyl cholanoic acid,"3a(CHO),12(CHO)-C24oic(CHO)2",NA,3a_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,360,r-7shk4r,BADer,10,2,diformyl deoxycholic acid,"3a(CHO),12a(CHO)-C24oic(CHO)2",NA,3a_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,317,R-5N956Q,BADer,5,8,diformyl CDCA (COOH),"3a(CHO),7a(CHO)-C24oic(CHO)2",NA,3a_7a,NA,carboxylic_acid,NA,,NA,,,,
BA,331,r-u6uh8k,BADer,7,2,2-formyl glyco CDC,"3a(CHO),7a(CHO)-C24oic(CHO)2",NA,3a_7a,NA,carboxylic_acid,NA,,NA,,,,
BA,366,r-fuk4c7,BADer,10,8,3a 7a diformyloxy 5b cholan 24 oic acid f2CDCA,"3a(CHO),7a(CHO)-C24oic(CHO)2",NA,3a_7a,NA,carboxylic_acid,NA,,NA,,,,
BA,332,r-uua54f,BADer,7,3,"23 (R,S) bromo triformyl CA","3a(CHO),7a(CHO),12a(CHO),23(Br)-C24oic(CHO)3(Br)",NA,3a_7a_12a_23,NA,carboxylic_acid,NA,,NA,,,,
BA,355,r-xm59r9,BADer,9,6,"23(R,S) Bromo Triformyl CA","3a(CHO),7a(CHO),12a(CHO),23(Br)-C24oic(CHO)3(Br)",NA,3a_7a_12a_23,NA,carboxylic_acid,NA,,NA,,,,
BA,309,R-QBVCXP,BADer,4,10,3a 7a diformoxy 12k-5B-cholan-24-oyl Me ester,"3a(CHO),7a(CHO),12k-C24methyl-oate(CHO)2(O)",NA,3a_7a_12k,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,325,r-gfvcur,BADer,6,6,"3a, 7b-diformoxy-5b-cholan-23-oic acid (diformate of nor UDCA)","3a(CHO),7b(CHO)-C23oic(CHO)2",NA,3a_7b,NA,carboxylic_acid,NA,,NA,,,,
BA,329,r-pdx7n2,BADer,6,10,3a 7B-diformoxy 5b 23oic acid (diformoxy of nor-UDCA),"3a(CHO),7b(CHO)-C23oic(CHO)2",NA,3a_7b,NA,carboxylic_acid,NA,,NA,,,,
BA,345,r-fr6dtv,BADer,8,6,Diformyl NUDCN,"3a(CHO),7b(CHO)-C23oic(CHO)2",NA,3a_7b,NA,carboxylic_acid,NA,,NA,,,,
BA,315,R-ZE55MZ,BADer,5,6,Diformyl UDCA,"3a(CHO),7b(CHO)-C24oic(CHO)2",NA,3a_7b,NA,carboxylic_acid,NA,,NA,,,,
BA,326,r-hgnv2b,BADer,6,7,Diformyl UDCA,"3a(CHO),7b(CHO)-C24oic(CHO)2",NA,3a_7b,NA,carboxylic_acid,NA,,NA,,,,
BA,349,r-nazxn9,BADer,8,10,22I 3a 7b diformyl bisNUDCA,"3a(CHO),7b(CHO),22(I)-C22oic(CHO)2(I)",NA,3a_7b_22,NA,carboxylic_acid,NA,,NA,,,,
BA,358,r-3yqp7e,BADer,9,9,22-Iodo bis nor UDCA diformate,"3a(CHO),7b(CHO),22(I)-C24oic(CHO)2(I)",NA,3a_7b_22,NA,carboxylic_acid,NA,,NA,,,,
BA,314,R-YCBGA7,BADer,5,5,UDCA diformate 23-bromo; 3a7b dihydroxy 5b-23 bromo cholan-24-oic acid,"3a(CHO),7b(CHO),23(Br)-C24oic(CHO)2(Br)",NA,3a_7b_23,NA,carboxylic_acid,NA,,NA,,,,
BA,363,r-bnbnpj,BADer,10,5,23-chloro diformyl nor ursodeoxy cholane,"3a(CHO),7b(CHO),23(Cl)-C23",NA,3a_7b_23,NA,carboxylic_acid,NA,,NA,,,,
BA,341,r-28wxmn,BADer,8,2,"23-Iodo 3a, 7b-diformyl norcholane (pure)","3a(CHO),7b(CHO),23(I)-C23ane(CHO)2(I)",NA,3a_7b_23,NA,NA,NA,,NA,,,,
BA,251,R-ZQRQ49,UCFBA,9,3,3a methyl litho (TLC pure),3a(methyl)-C24oic(Me),NA,3a,NA,carboxylic_acid,NA,,NA,,,,
BA,292,R-X7639Z,BADer,3,3,dinor Lithocholate (22) 3acetate (not clear if cooh/coome),3a(OAc)-C22methyl-oate(OAc) [assuming Me ester],NA,3a,NA,methyl_ester,NA,,NA,,,,
BA,291,R-VBZ2WT,BADer,3,2,3a OCHO 5b COOH,3a(OAc)-C24oic(OAc),NA,3a,NA,carboxylic_acid,NA,,NA,,,,
BA,206,R-4584GK,UCFBA,4,8,3a OAc 12a OAc CO2 Me,"3a(OAc),12a(OAc)-C24methyl-oate(OAc)2",DCA,3a_12a,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,368,r-hyup5n,BADer,10,10,Methyl deoxycholate diacetate 3a 12a oAC CO2Me,"3a(OAc),12a(OAc)-C24methyl-oate(OAc)2",NA,3a_12a,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,294,R-Z872ST,BADer,3,5,"23 (R, S) Bromo Lithocholic Acid acetate","3a(OAc),23(Br)-C24oic(OAc)(Br)",NA,3a_23,NA,carboxylic_acid,NA,,NA,,,,
BA,298,R-7ZM8BY,BADer,3,9,"23 |R,S| Br L ACETATE a/7","3a(OAc),23(Br)-C24oic(OAc)(Br)",NA,3a_23,NA,NA,NA,,NA,,,,
BA,330,r-qr36c8,BADer,7,1,3a ACO 23 Cl (5b),"3a(OAc),23(Cl)-C24oic(OAc)(Cl)",NA,3a_23,NA,carboxylic_acid,NA,,NA,,,,
BA,338,r-5qmbqy,BADer,7,9,23 CN 3a AcO,"3a(OAc),23(CN)-C24oic(OAc)(CN)",NA,3a_23,NA,carboxylic_acid,NA,,NA,,,,
BA,337,r-3cv5rw,BADer,7,8,3a AcO 23 Iodo,"3a(OAc),23(I)-C24oic(OAc)(I)",NA,3a_23,NA,carboxylic_acid,NA,,NA,,,,
BA,361,r-8f9qgc,BADer,10,3,"methyl 3a,7a diacetoxy- Delta 11 cholenate","3a(OAc),7a(OAc),11Δ-C24methyl-oate(OAc)2(C=C)",NA,3a_7a,Methyl_ester,methyl_ester,NA,,11_12,,,,
BA,301,R-CNKJZE,BADer,4,2,3a 7a diacetoxy 12 hydroxy methyl cholate,"3a(OAc),7a(OAc),12-C24methyl-oate(OAc)2(OH)",NA,3a_7a_12,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,343,r-cqwn49,BADer,8,4,"B-23 22-I  3a,7b di AcO","3a(OAc),7b(OAc),22(I),23(Br)-C24oic(OAc)2(I)(Br)",NA,3a_7b_22_23,NA,carboxylic_acid,NA,,NA,,,,
BA,340,r-8c732p,BADer,8,1,"[Structure, bile alcohol]","3a(OAc),7b(OAc),23(Cl),23(Me)-C23ane(OAc)2(Cl)(Me)",NA,3a_7b_23,NA,NA,NA,,NA,,,,
BA,273,R-Z6JPAZ,BADer,1,5,[structure] (slightly impure) Me ester,"3a(OMOM),6a(OMOM),7a-C24methyl-oate(OH)(OMOM)2",NA,3a_6a_7a,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,344,r-dqrs48,BADer,8,5,"""ATS-84-27"" TBDMS-O Me cholate","3a(OTBS),7a(OTBS),12a(OTBS)-C24methyl-oate(OTBS)3",NA,3a_7a_12a,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,334,r-xccx84,BADer,7,5,23-chloro 3a 7B- TBDM disiloxy,"3a(OTBS),7b(OTBS),23(Cl)-C24oic(OTBS)2(Cl)",NA,3a_7b_23,NA,carboxylic_acid,NA,,NA,,,,
BA,293,R-YC4T8A,BADer,3,4,3- sulfolithocholic triethyl ammonium salt,3a(SO4)-C24oic(SO4),NA,3a,NA,carboxylic_acid,Triethylamine,,NA,,,,
BA,672,R-ZM99SG,UnuBAC,7,2,Sulfolitho Di Et3N Salt (Pure),3a(SO4)-C24oic(SO4),NA,3a,NA,carboxylic_acid,Triethylamine,,NA,,,,
BA,673,R-5B764T,UnuBAC,7,3,3 sulfolithocholate (diNa+),3a(SO4)-C24oic(SO4),NA,3a,NA,carboxylic_acid,Disodium,,NA,,,,
BA,346,r-gsngrb,BADer,8,7,3a tosyl 7a OH COOme,"3a(Ts),7a-C24methyl-oate(OH)(Ts)",NA,3a_7a,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,171,R-9P4XDA,UCFBA,1,3,3b-hydroxy cholanic acid,3b-C24oic(OH),NA,3b,NA,carboxylic_acid,NA,,NA,,,,
BA,467,R-9654P2,UnCBA,6,9,3b,3b-C24oic(OH),NA,3b,NA,carboxylic_acid,NA,,NA,,,,
BA,198,R-J7FZYG,UCFBA,3,10,3b OH 12a OH COOH,"3b,12a-C24oic(OH)2",NA,3b_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,223,R-FUYBCV,UCFBA,6,5,3B 12a diOH COOH ,"3b,12a-C24oic(OH)2",NA,3b_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,478,R-TA4VRB,UnCBA,8,4,3b 12a,"3b,12a-C24oic(OH)2",NA,3b_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,468,R-C6P9BT,UnCBA,6,10,3b12b,"3b,12b-C24oic(OH)2",NA,3b_12b,NA,carboxylic_acid,NA,,NA,,,,
BA,504,R-2PVDQR,MUnCBA,1,1,"3b-OH, 12b-OH, COOH","3b,12b-C24oic(OH)2",NA,3b_12b,NA,carboxylic_acid,NA,,NA,,,,
BA,532,R-CR5X5M,MUnCBA,3,8,3bOH 12bOH CO2- Na+ 24 5b,"3b,12b-C24oic(OH)2",NA,3b_12b,NA,carboxylic_acid,Sodium,,NA,,,,
BA,208,R-NX8YJW,UCFBA,4,10,3B OH Hydroxy Delta 5 Cholenic Acid,"3b,5Δ-C24oic(OH)(C=C)",NA,3b,NA,carboxylic_acid,NA,,5_6,,,,
BA,452,R-JT2GQW,UnCBA,4,10,3b 7a,"3b,7a-C23oic(OH)2",NA,3b_7a,NA,carboxylic_acid,NA,,NA,,,,
BA,350,r-pfftvg,BADer,9,1,24 5b 3bOh 7a OH 12a OH CO2Me,"3b,7a,12a-C24methyl-oate(OH)3",NA,3b_7a_12a,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,194,R-U5MR36,UCFBA,3,6,3b 7a 12a trihydroxycholanoic acid,"3b,7a,12a-C24oic(OH)3",NA,3b_7a_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,238,R-66F56G,UCFBA,7,10,3b 7a 12a trihydroxy cholanoic acid ,"3b,7a,12a-C24oic(OH)3",NA,3b_7a_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,474,R-MQY89X,UnCBA,7,8,3b 7a 12a,"3b,7a,12a-C24oic(OH)3",NA,3b_7a_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,546,R-2AWJDY,MUnCBA,5,2,beta alpha alpha (27-40) in rbF (ok pure),"3b,7a,12a-C24oic(OH)3",NA,3b_7a_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,276,R-7EQSMP,BADer,1,8,3b 7b CO2Me,"3b,7b-C24methyl-oate(OH)2",NA,3b_7b,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,302,R-D3RC4T,BADer,4,3,3b 7b diOH CO2CH3,"3b,7b-C24methyl-oate(OH)2",NA,3b_7b,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,362,r-29k5d2,BADer,10,4,3b OAc 7Keto COOMe ?,"3b(OAc),7k-C24methyl-oate(O)(OAc)",NA,3b_7k,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,245,R-QEPGEQ,UCFBA,8,7,24 5b: 3k CO2Me,3k-C24methyl-oate(O),NA,3k,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,469,R-D5QTM8,UnCBA,7,3,3k,3k-C24oic(O),NA,3k,NA,carboxylic_acid,NA,,NA,,,,
BA,201,R-685K5Z,UCFBA,4,3,3k 12a OH COOH,"3k,12a-C24oic(OH)(O)",NA,3k_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,233,R-2Z5P8F,UCFBA,7,5,"3k, 12a OH (filtered)","3k,12a-C24oic(OH)(O)",NA,3k_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,442,R-3FFVB9,UnCBA,3,8,3k 12a,"3k,12a-C24oic(OH)(O)",NA,3k_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,492,R-H7H2KM,UnCBA,9,8,3k 12k,"3k,12k-C24oic(O)2",NA,3k_12k,NA,carboxylic_acid,NA,,NA,,,,
BA,357,r-zq98ds,BADer,9,8,"3k, 4 Br, 7BAcO 24 COOCH3","3k,4(Br),7b(AcO)-C24methyl-oate(O)(AcO)(Br)",NA,3k_4_7b,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,347,r-hqpc66,BADer,8,8,"3k, 4b-Br, 7b-AcO, 24COOme","3k,4b(Br),7b(AcO)-C24methyl-oate(O)(Br)(AcO)",NA,3k_4b_7b,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,287,R-P39G6P,BADer,2,8,3k Delta4 7b AcO-24 COOCH3,"3k,4Δ,7b(OAc)-24methyl-oate(O)(OAc)(C=C)",NA,3k_7b,Methyl_ester,methyl_ester,NA,,4_5,,,,
BA,288,R-PPR8NN,BADer,2,9,3k Delta4 7b AcO-24COOMe,"3k,4Δ,7b(OAc)-24methyl-oate(O)(OAc)(C=C)",NA,3k_7b,Methyl_ester,methyl_ester,NA,,4_5,,,,
BA,432,R-MMDUTB,UnCBA,2,6,allo 3k 6k ,"3k,6k-5alpha-C24oic(O)2",NA,3k_6k,NA,carboxylic_acid,NA,,NA,,,,
BA,277,R-7Z7SCD,BADer,1,9,3k 7 12 diformyl COOMe,"3k,7(CHO),12(CHO)-C24oic(OH)(CHO)2",NA,3k_7_12,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,263,R-GZTEPU,UCFBA,10,5,Nor 3k 7a OH COOH,"3k,7a-C23oic(OH)(O)",NA,3k_7a,NA,carboxylic_acid,NA,O=C1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1,NA,,,,
BA,447,R-BXAKA8,UnCBA,4,5,3k 7a (C23),"3k,7a-C23oic(OH)(O)",NA,3k_7a,NA,carboxylic_acid,NA,,NA,,,,
BA,181,R-EXTA3S,UCFBA,2,3,3K 7a OH COOH (OK pure) ,"3k,7a-C24oic(OH)(O)",NA,3k_7a,NA,carboxylic_acid,NA,O=C1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1,NA,,,,
BA,434,R-P4G7VZ,UnCBA,2,8,3k 7a,"3k,7a-C24oic(OH)(O)",NA,3k_7a,NA,carboxylic_acid,NA,,NA,,,,
BA,483,R-2JV3GZ,UnCBA,8,9,3k 7a 12a,"3k,7a,12a-C24(OH)2(O)",NA,3k_7a_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,300,R-94JZYR,BADer,4,1,3k 7a 12a diOH methyl ester,"3k,7a,12a-C24methyl-oate(OH)2(O)",NA,3k_7a_12a,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,310,R-SHNX28,BADer,5,1,3k 7a 12a diOH methyl ester,"3k,7a,12a-C24methyl-oate(OH)2(O)",NA,3k_7a_12a,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,352,r-u35s3j,BADer,9,3,3k 7a-formyl COOH,"3k,7a(CHO)-C24oic(CHO)(O)",NA,3k_7a,NA,carboxylic_acid,NA,O=C1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](C=O)C[C@]2([H])C1,NA,,,,
BA,521,R-TVZJ4C,MUnCBA,2,8,3k 7b-OH Cholanoate Methyl Ester,"3k,7b-C24methyl-oate(OH)(O)",NA,3k_7b,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,488,R-36688U,UnCBA,9,4,3k 7b,"3k,7b-C24oic(OH)(O)",NA,3k_7b,NA,carboxylic_acid,NA,,NA,,,,
BA,303,R-EV3ANR,BADer,4,4,24 5-B 3k 7k COOme,"3k,7k-C24methyl-oate(O)2",NA,3k_7k,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,435,R-RJZK9F,UnCBA,2,9,3k 7k,"3k,7k-C24oic(O)2",NA,3k_7k,NA,carboxylic_acid,NA,,NA,,,,
BA,574,R-CW8J5D,MUnCBA,7,10,3=O 7=O COOH,"3k,7k-C24oic(O)2",NA,3k_7k,NA,carboxylic_acid,NA,,NA,,,,
BA,575,R-E3JEJS,MUnCBA,8,1,3=O 7=O COOH,"3k,7k-C24oic(O)2",NA,3k_7k,NA,carboxylic_acid,NA,,NA,,,,
Other,811,r-75kg5z,SHLFR,10,NA,4-aminophenol,4-aminophenol,NA,NA,NA,,NA,,,,,,
BA,448,R-D4VQ4Y,UnCBA,4,6,7a,7a-C23oic(OH),NA,7a,NA,carboxylic_acid,NA,,NA,,,,
BA,172,R-N64B47,UCFBA,1,4,7a-hydroxy cholanic acid,7a-C24oic(OH),NA,7a,NA,carboxylic_acid,NA,,NA,,,,
BA,230,R-YMKSMA,UCFBA,7,2,7a hydroxy cholanoic acid,7a-C24oic(OH),NA,7a,NA,carboxylic_acid,NA,,NA,,,,
BA,255,R-6YPVC3,UCFBA,9,7,7a OH cholanate Na+ salt,7a-C24oic(OH),NA,7a,NA,carboxylic_acid,Sodium,,NA,,,,
BA,290,R-UJ6AUF,BADer,3,1,7a 12a -dihyroxy cholanoate methyl ester,"7a,12a-C24methyl-oate(OH)2",NA,7a_12a,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,563,R-UNC8VY,MUnCBA,6,9,7a 12a-dihydroxy cholanate methyl ester,"7a,12a-C24methyl-oate(OH)2",NA,7a_12a,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,199,R-UBQ3CY,UCFBA,4,1,7a 12a-dihydroxy cholanoic acid,"7a,12a-C24oic(OH)2",NA,7a_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,555,R-FP7KE8,MUnCBA,6,1,7a 12a-dihydroxy-5b-cholan-24-oic acid,"7a,12a-C24oic(OH)2",NA,7a_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,558,R-KW2526,MUnCBA,6,4,7a 12a-dihydroxy COOH,"7a,12a-C24oic(OH)2",NA,7a_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,559,R-NZJ3U3,MUnCBA,6,5,7a 12a COO- Na+,"7a,12a-C24oic(OH)2",NA,7a_12a,NA,carboxylic_acid,Sodium,,NA,,,,
BA,560,R-PNYNUR,MUnCBA,6,6,7a 12a-dihydroxycholan-oic acid,"7a,12a-C24oic(OH)2",NA,7a_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,562,R-T8RUXM,MUnCBA,6,8,7a 12a-dihydroxy-5b-cholan-24-oic acid (95% pure),"7a,12a-C24oic(OH)2",NA,7a_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,564,R-WPY6AH,MUnCBA,6,10,7a-OH 12a-OH cholanoic acid (95% pure),"7a,12a-C24oic(OH)2",NA,7a_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,565,R-XQQ2TU,MUnCBA,7,1,7a 12a-dihydroxy-5b-cholan-24-oic acid (95% pure),"7a,12a-C24oic(OH)2",NA,7a_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,566,R-Z6KTB3,MUnCBA,7,2,7a 12a-dihydroxy-cholan-oic acid (ok pure),"7a,12a-C24oic(OH)2",NA,7a_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,571,R-28TKZC,MUnCBA,7,7,7a 12a-dihydroxy-cholan-oic acid (ok pure),"7a,12a-C24oic(OH)2",NA,7a_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,235,R-RMJMXC,UCFBA,7,7,7b OH cholanoic acid,7b-C24oic(OH),NA,7b,NA,carboxylic_acid,NA,,NA,,,,
BA,241,R-WNWPB2,UCFBA,8,3,7b hydroxy 5b cholan-24-oic acid (diamalt),7b-C24oic(OH),NA,7b,NA,carboxylic_acid,NA,,NA,,,,
BA,253,R-2HMZ5Z,UCFBA,9,5,7b OH COO- Na+ 24 5b,7b-C24oic(OH),NA,7b,NA,carboxylic_acid,Sodium,,NA,,,,
BA,258,R-45R2PV,UCFBA,9,10,7b-OH cholanoic acid,7b-C24oic(OH),NA,7b,NA,carboxylic_acid,NA,,NA,,,,
BA,479,R-VDU2HW,UnCBA,8,5,7b,7b-C24oic(OH),NA,7b,NA,carboxylic_acid,NA,,NA,,,,
BA,545,R-YW5DWP,MUnCBA,5,1,7b-OH-5b-cholan-24-oic Acid (Diamalt),7b-C24oic(OH),NA,7b,NA,carboxylic_acid,NA,,NA,,,,
BA,752,R-SP35K4,BATEF,1,1,Ala-CA,Ala-CA,CA,3a_7a_12a,Ala,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(N[C@@H](C)C(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1,NA,,,,
