R_Type,#,Barcodes,Location,Row,Column,Original Name,compound_name,core_common_name,substituents,conjugation,side_chain_group,salt,SMILES_unsalted,core_alkene,mw_g_mol,formula,state,concentration_mM
BA,652,R-4S2C69,UnuBAC,5,2,Cholyl Ethanolamine-o-Sulfate Na+ (Pure),(2-Aminoethylsulfate)-CA,CA,3a_7a_12a,Aminoethyl_sulfate,carboxylic_acid,Sodium,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(NCCOS(=O)([O-])=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1,NA,,,,
BA,654,R-9BPAKT,UnuBAC,5,4,Chenodeoxycholyl-a-Amino Butyrate Na+,(alpha-aminobutyric-acid)-CDCA,CDCA,3a_7a,L_Aminobutyric_acid,carboxylic_acid,Sodium,O=C(O)CCCNC(CC[C@@H](C)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)=O,NA,,,,
BA,620,R-KAFJ76,UnuBAC,2,5,Nor Ursodeoxycholyl Amino methane sulfonate Na+ ,(aminomethanesulfonate)-C23-UDCA,NA,3a_7b,Aminomethanesulfonic_acid,sulfonic_acid,Sodium,O[C@@H]1CC[C@@]2([C@]3(CC[C@@]4([C@H](CC[C@]4([C@@]3([C@H](C[C@]2([H])C1)O)[H])[H])[C@@H](CC(NCS(=O)([O-])=O)=O)C)C)[H])C,NA,,,,
BA,670,R-X6WJGT,UnuBAC,6,10,Nor Ursodeoxycholyl Amino methane sulfonate Na+ ,(aminomethanesulfonate)-C23-UDCA,NA,3a_7b,Aminomethanesulfonic_acid,sulfonic_acid,Sodium,O[C@@H]1CC[C@@]2([C@]3(CC[C@@]4([C@H](CC[C@]4([C@@]3([C@H](C[C@]2([H])C1)O)[H])[H])[C@@H](CC(NCS(=O)([O-])=O)=O)C)C)[H])C,NA,,,,
BA,378,r-2a9hne,FlaBA,1,10,3a 7b amino methyl sulfonate (C23),"(aminomethylsulfonate)-3a,7b-C23oic(OH)2",NA,3a_7b,Aminomethanesulfonic_acid,sulfonic_acid,NA,O[C@@H]1CC[C@@]2([C@]3(CC[C@@]4([C@H](CC[C@]4([C@@]3([C@H](C[C@]2([H])C1)O)[H])[H])[C@@H](CC(NCS(=O)([O-])=O)=O)C)C)[H])C,NA,,,,
BA,369,r-k53jjp,FlaBA,1,1,3a 7a amino methyl sulfonate,(aminomethylsulfonate)-CDCA,CDCA,3a_7a,Aminomethanesulfonic_acid,sulfonic_acid,NA,O[C@@H]1CC[C@@]2([C@]3(CC[C@@]4([C@H](CC[C@]4([C@@]3([C@@H](C[C@]2([H])C1)O)[H])[H])[C@@H](CC(NCS(=O)([O-])=O)=O)C)C)[H])C,NA,,,,
BA,589,R-4HMEVA,MUnCBA,9,4,Chenodeoxycholyl Amino-methane Sulfurate Na+ salt,(aminomethylsulfonate)-CDCA,CDCA,3a_7a,Aminomethanesulfonic_acid,sulfonic_acid,Sodium,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(NCS(=O)([O-])=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1,NA,,,,
BA,621,R-MUTSU6,UnuBAC,2,6,Chenodeoxycholyl Amino methane sulfonate Na+ (Pure),(aminomethylsulfonate)-CDCA,CDCA,3a_7a,Aminomethanesulfonic_acid,sulfonic_acid,Sodium,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(NCS(=O)([O-])=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1,NA,,,,
BA,664,R-PJ5D9K,UnuBAC,6,4,Chenodeoxycholyl Amino-methane sulfonate Na+,(aminomethylsulfonate)-CDCA,CDCA,3a_7a,Aminomethanesulfonic_acid,sulfonic_acid,Sodium,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(NCS(=O)([O-])=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1,NA,,,,
BA,682,R-KWDA7H,UnuBAC,8,2,N-Methyl  tauro Chenodeoxycholate Na+,(aminomethylsulfonate)-CDCA,CDCA,3a_7a,Aminomethanesulfonic_acid,sulfonic_acid,Sodium,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(NCS(=O)([O-])=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1,NA,,,,
BA,627,R-X4XBM9,UnuBAC,3,3,"b, b dimethyl tauroursodeoxycholate Na+","(b,b-dimethyl-Tau)-UDCA",UDCA,3a_7b,bb_Me2_Tau,sulfonic_acid,Sodium,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(NC(C)(C)CS(O)(=O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@@H](O)C[C@]2([H])C1,NA,,,,
BA,634,R-8UCCY5,UnuBAC,3,9,"b, b dimethyl tauroursodeoxycholate Na+","(b,b-dimethyl-Tau)-UDCA",UDCA,3a_7b,bb_Me2_Tau,sulfonic_acid,Sodium,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(NC(C)(C)CS(O)(=O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@@H](O)C[C@]2([H])C1,NA,,,,
BA,390,R-KRHFJ8,FlaBA,3,2,"3a 7b b, b-diMe taurine","(b,b-dimethylTau)-UDCA",UDCA,3a_7b,bb_Me2_Tau,sulfonic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(NC(C)(C)CS(O)(=O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@@H](O)C[C@]2([H])C1,NA,,,,
BA,270,R-VBAEUC,BADer,1,2,cholyl -B-alanine methyl ester,"(beta-Ala)-3a,7a,12a-C24methyl-oate(OH)3",NA,3a_7a_12a,b_Ala_Methyl,methyl_ester,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(NCCC(OC)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1,NA,,,,
BA,373,r-u66ybf,FlaBA,1,5,3a 7a 12a b alanine,(beta-Ala)-CA,CA,3a_7a_12a,b_Ala,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(NCCC(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1,NA,,,,
BA,582,R-RX3679,MUnCBA,8,8,Cholyl b-Alanine (Pure),(beta-Ala)-CA,CA,3a_7a_12a,b_Ala,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(NCCC(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1,NA,,,,
BA,606,R-WYFBTR,UnuBAC,1,1,Cholyl B-Alanine (Pure),(beta-Ala)-CA,CA,3a_7a_12a,b_Ala,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(NCCC(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1,NA,,,,
BA,614,R-AJNNUF,UnuBAC,1,9,Cholyl B-alanine Na+,(beta-Ala)-CA,CA,3a_7a_12a,b_Ala,carboxylic_acid,Sodium,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(NCCC(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1,NA,,,,
BA,632,R-B4PWPH,UnuBAC,3,7,Cholyl b-Alanine,(beta-Ala)-CA,CA,3a_7a_12a,b_Ala,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(NCCC(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1,NA,,,,
BA,635,R-94GFSC,UnuBAC,3,10,Cholyl b-Alanine,(beta-Ala)-CA,CA,3a_7a_12a,b_Ala,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(NCCC(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1,NA,,,,
BA,656,R-B78G2J,UnuBAC,5,6,Chenodeoxycholyl b-Alanine,(beta-Ala)-CDCA,CDCA,3a_7a,b_Ala,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(NCCC(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1,NA,,,,
BA,659,R-G952NU,UnuBAC,5,9,Chenodeoxycholyl b-Alanine di Na+ salt,(beta-Ala)-CDCA,CDCA,3a_7a,b_Ala,carboxylic_acid,Disodium,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(NCCC(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1,NA,,,,
BA,661,R-KJV67X,UnuBAC,6,1,Chenodeoxycholyl b-Alanine Na+,(beta-Ala)-CDCA,CDCA,3a_7a,b_Ala,carboxylic_acid,Sodium,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(NCCC(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1,NA,,,,
BA,646,R-TKS3JK,UnuBAC,4,7,Deoxycholyl b-Alanine,(beta-Ala)-DCA,DCA,3a_12a,b_Ala,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(NCCC(O)=O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1,NA,,,,
BA,650,R-Y7RS28,UnuBAC,4,10,Chenodeoxycholyl-D-Phenyl Alanine ,(D-Phe)-CDCA,CDCA,3a_7a,D_Phe,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(N[C@H](C)C(OC5=CC=CC=C5)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1,NA,,,,
BA,657,R-DDQSJV,UnuBAC,5,7,Chenodeoxycholyl-D-Phenyl Alanine,(D-Phe)-CDCA,CDCA,3a_7a,D_Phe,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(N[C@H](C)C(OC5=CC=CC=C5)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1,NA,,,,
BA,642,R-NP4KT5,UnuBAC,4,5,Cholyl (D-valine) (-),(D-Val)-CA,CA,3a_7a_12a,D_Val,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(N[C@@H](C(C)C)C(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1,NA,,,,
BA,584,R-UYZ52G,MUnCBA,8,9,Choly Glycyl-Glycine Ethyl Ester,"(Gly-Gly)-3a,7a,12a-C24ethyl-oate(OH3)",NA,3a_7a_12a,Ethyl_ester,ethyl_ester,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(NCC(NCC(OCC)=O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1,NA,,,,
BA,624,R-SQ6D8U,UnuBAC,2,10,Cholyl Glycylglycine Ethyl Ester,"(Gly-Gly)-3a,7a,12a-C24ethyl-oate(OH3)",NA,3a_7a_12a,Ethyl_ester,ethyl_ester,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(NCC(NCC(OCC)=O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1,NA,,,,
BA,633,R-6M29R9,UnuBAC,3,8,Cholyl Glycine Ethyl Ester (OK Pure),"(Gly-Gly)-3a,7a,12a-C24ethyl-oate(OH3)",NA,3a_7a_12a,Ethyl_ester,ethyl_ester,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(NCC(NCC(OCC)=O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1,NA,,,,
BA,638,R-G5R36C,UnuBAC,4,3,Cholylglycylglycine (Pure),(Gly-Gly)-CA,CA,3a_7a_12a,Gly_Gly,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(NCC(NCC(O)=O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1,NA,,,,
BA,581,R-PT9VQQ,MUnCBA,8,7,Deoxycholyl Glycyl Glycine,(Gly-Gly)-DCA,DCA,3a_12a,Gly_Gly,carboxylic_acid,NA,,NA,,,,
BA,671,R-YARF8T,UnuBAC,7,1,Deoxycholyl Glycyl Glycine,(Gly-Gly)-DCA,DCA,3a_12a,Gly_Gly,carboxylic_acid,NA,,NA,,,,
BA,683,R-N2AXB2,UnuBAC,8,3,Deoxycholyl Glycyl Glycine (Impure),(Gly-Gly)-DCA,DCA,3a_12a,Gly_Gly,carboxylic_acid,NA,,NA,,,,
BA,392,R-NZSNKY,FlaBA,3,4,3a 7a 12a L-aspartate,(L-Asp)-CA,CA,3a_7a_12a,L_Asp,carboxylic_acid,NA,,NA,,,,
BA,610,R-2NPUBB,UnuBAC,1,5,Cholyl L-aspartic Acid (not pure anymore),(L-Asp)-CA,CA,3a_7a_12a,L_Asp,carboxylic_acid,NA,,NA,,,,
BA,625,R-TJW6BQ,UnuBAC,3,1,Cholyl L-Aspartic (pure),(L-Asp)-CA,CA,3a_7a_12a,L_Asp,carboxylic_acid,NA,,NA,,,,
BA,665,R-QSAUWA,UnuBAC,6,5,L-Cysteocholic Acid,(L-Cysteate)-CA,CA,3a_7a_12a,L_Cysteic_acid,carboxylic_acid,NA,,NA,,,,
BA,585,R-WUF4XF,MUnCBA,8,10,Ursodeoxycholyl L-Lysine,(L-Lys)-UDCA,UDCA,3a_7b,L_Lys,carboxylic_acid,NA,,NA,,,,
BA,388,R-H9V433,FlaBA,2,10,3a 7a L-phenylalanine (-),(L-Phe)-CDCA,CDCA,3a_7a,L_Phe,carboxylic_acid,NA,,NA,,,,
BA,618,R-G84CHB,UnuBAC,2,3,Chenodeoxycholyl L-Phenyl Alanine,(L-Phe)-CDCA,CDCA,3a_7a,L_Phe,carboxylic_acid,NA,,NA,,,,
BA,630,R-2W64XB,UnuBAC,3,6,Chenodeoxycholyl L-Phenyl Alanine (4-17) (Impure),(L-Phe)-CDCA,CDCA,3a_7a,L_Phe,carboxylic_acid,NA,,NA,,,,
BA,733,R-XTJRG5,EGBAs,5,8,(L-ser)-CA,(L-Ser)-CA,CA,3a_7a_12a,L_Ser,carboxylic_acid,NA,,NA,,,,
BA,6,R-46VJ6V,GlyCBA,1,6,Chenodeoxyl cholyl N-benzyl glycine ,"(N-benzyl-Gly)-3a,7a-C24oic(OH)2",CDCA,3a_7a,N_Bn_Gly,carboxylic_acid,NA,,NA,,,,
BA,579,R-M4N8QP,MUnCBA,8,5,Cholyl N-Benzyl Glycine,(N-benzyl-Gly)-CA,CA,3a_7a_12a,N_Bn_Gly,carboxylic_acid,NA,,NA,,,,
BA,376,r-xvv4rp,FlaBA,1,8,3a 7b N Benzyl Taurine,(N-benzyl-Tau)-UDCA,UDCA,3a_7b,N_Bn_Tau,sulfonic_acid,NA,,NA,,,,
BA,586,R-XU87MJ,MUnCBA,9,1,Ursodeoxycholyl N-Benzyl Taurine (saturated salt) (impure),(N-benzyl-Tau)-UDCA,UDCA,3a_7b,N_Bn_Tau,sulfonic_acid,Salt (?),,NA,,,,
BA,689,R-UQPB8X,UnuBAC,8,9,N-Benzyl Tauro Ursodeoxycholate (Na+),(N-benzyl-Tau)-UDCA,UDCA,3a_7b,N_Bn_tau,sulfonic_acid,Sodium,,NA,,,,
BA,272,R-Y48H4J,BADer,1,4,Cheno lysine Me ester N-CBZ,"(N-Cbz-Lys)-3a,7a-C24methyl-oate(OH)2",NA,3a_7a,N_Cbz_Lys,methyl_ester,NA,,NA,,,,
BA,275,R-4HBDYS,BADer,1,7,CDC Lysine Me ester -NCBZ,"(N-Cbz-Lys)-3a,7a-C24methyl-oate(OH)2",NA,3a_7a,N_Cbz_Lys,methyl_ester,NA,,NA,,,,
BA,594,R-CAVFUX,MUnCBA,9,9,[structure] ,"(N-methyl-Ala)-3a,7-C24oic",NA,3a_7,N_Me_Ala,carboxylic_acid,NA,,NA,,,,
BA,649,R-X4C84Q,UnuBAC,4,9,Cholyl N-Methyl D-Glucamine (OK pure),(N-methyl-D-glucamine)-CA,CA,3a_7a_12a,N_Me_D_Glucamine,carboxylic_acid,NA,,NA,,,,
BA,651,R-ZCJSX7,UnuBAC,5,1,Cholyl N-Methyl D-Glucamine (Pure),(N-methyl-D-glucamine)-CA,CA,3a_7a_12a,N_Me_D_Glucamine,carboxylic_acid,NA,,NA,,,,
BA,680,R-GANQPH,UnuBAC,7,10,Chenodeoxycholyl-N-Methyl D-Glucamine,(N-methyl-D-Glucamine)-CDCA,CDCA,3a_7a,N_Me_D_Glucamine,carboxylic_acid,NA,,NA,,,,
BA,681,R-HUSQU6,UnuBAC,8,1,Chenodeoxycholyl-N-Methyl D-Glucamine,(N-methyl-D-Glucamine)-CDCA,CDCA,3a_7a,N_Me_D_Glucamine,carboxylic_acid,NA,,NA,,,,
BA,644,R-QRQ46P,UnuBAC,4,6,Cholyl-N-Methylglucamine (0),(N-methyl-glucamine)-CA,CA,3a_7a_12a,N_Me_Glucamine,carboxylic_acid,NA,,NA,,,,
BA,663,R-P3HDQA,UnuBAC,6,3,N-Methyl Glyco 3a 7a 12a,(N-methyl-Gly)-CA,CA,3a_7a_12a,N_Me_Gly,carboxylic_acid,NA,,NA,,,,
BA,403,R-8SGEUU,FlaBA,5,5,3a NMe glycine,(N-methyl-Gly)-LCA,LCA,3a,N_Me_Gly,carboxylic_acid,NA,,NA,,,,
BA,684,R-P5BJQK,UnuBAC,8,4,N-Methyl tauro cholate Na+,(N-methyl-Tau)-CA,CA,3a_7a_12a,N_Me_Tau,sulfonic_acid,Sodium,,NA,,,,
BA,105,R-2NWQ4E,TauCBA,2,7,N-methyl Tauro lithocholate Na+ salt (impure),(N-methyl-Tau)-LCA,LCA,3a,N_Me_Tau,sulfonic_acid,Sodium,,NA,,,,
BA,383,R-84RZVK,FlaBA,2,5,3a N Me-taurine,(N-methyl-Tau)-LCA,LCA,3a,N_Me_Tau,sulfonic_acid,NA,,NA,,,,
BA,686,R-QYJUA2,UnuBAC,8,6,"N-Methyl Tauro Lithocholate Na+ (""very pure"")",(N-methyl-Tau)-LCA,LCA,3a,N_Me_Tau,sulfonic_acid,Sodium,,NA,,,,
BA,688,R-U5NQDN,UnuBAC,8,8,N-Methyl Tauro Lithocholate Na+ (Impure),(N-methyl-Tau)-LCA,LCA,3a,N_Me_Tau,sulfonic_acid,Sodium,,NA,,,,
BA,377,r-yxcq47,FlaBA,1,9,3a 7b N Me-Taurine,(N-methyl-Tau)-UDCA,UDCA,3a_7b,N_Me_Tau,sulfonic_acid,NA,,NA,,,,
BA,619,R-HMTCR6,UnuBAC,2,4,N-Methyl Tauro Ursodeoxycholate Na+ (Pure),(N-methyl-Tau)-UDCA,UDCA,3a_7b,N_Me_Tau,sulfonic_acid,Sodium,,NA,,,,
BA,4,R-7KSHZU,GlyCBA,1,4,Dimethyl Glycoursodeoxycholic acid (pure),"(N,N-dimethyl-Gly)-UDCA",UDCA,3a_7b,NN_Me2_Gly,carboxylic_acid,NA,,NA,,,,
BA,608,R-ZDN5BC,UnuBAC,1,3,"Ursodeoxycholyl-2-Methyl Alanine/B, B dimethyl glycoursodeoxycholic (Impure)","(N,N-dimethyl-Gly)-UDCA",UDCA,3a_7b,NN_Me2_Gly,carboxylic_acid,NA,,NA,,,,
BA,623,R-QE88ZV,UnuBAC,2,9,DMT-UDC Na+ ,"(N,N-dimethyltryptamine)-UDCA",UDCA,3a_7b,DMT,indole,Sodium,,NA,,,,
BA,746,R-NN9UYU,EGBAs,7,1,"13C6,15N-Leu-CA","[13C6,15N-Leu]-CA",CA,3a_7a_12a,Leu,carboxylic_acid,NA,,NA,,,,
BA,747,R-P93G5T,EGBAs,7,2,"13C9,15N-Phe-CA","[13C9,15N-Phe]-CA",CA,3a_7a_12a,Phe,carboxylic_acid,NA,,NA,,,,
BA,748,R-QGAKYS,EGBAs,7,3,"13C9,15N-Tyrosine CA","[13C9,15N-Tyr]-CA",CA,3a_7a_12a,Tyr,carboxylic_acid,NA,,NA,,,,
BA,367,r-gwj8ad,BADer,10,9,di-si += Me cheno,[Confusing name],NA,3a_7a,NA,methyl_ester,NA,,NA,,,,
BA,587,R-Z8ETGE,MUnCBA,9,2,"[structure, unclear drawing]",[Refer to SMILES],NA,NA,check,NA,NA,,NA,,,,
BA,269,R-UCWK94,BADer,1,1,3 acetoxy 11 12 ???? methyl lithocholate ,[Unclear handwriting],NA,3,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,322,r-cqn3pb,BADer,6,3,Me UDCA + Benzoyl Chloride / Py,[Unknown],NA,3a_7b,Methyl_ester,methyl_ester,NA,,NA,,,,
Amine,807,r-5p5rff,SHLFR,6,NA,n-Amylamine,1-Pentylamine,NA,NA,NA,,NA,,,,,,
BA,252,R-JVSMMT,UCFBA,9,4,12a hydroxy 5B cholanoate Me ester (contaminated with Triphenyl phosphine oxide),12a-C24methyl-oate(OH),NA,12a,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,439,R-WWJS2E,UnCBA,3,5,12a,12a-C24oic(OH),NA,12a,NA,carboxylic_acid,NA,,NA,,,,
BA,353,r-uxq9pt,BADer,9,4,12B OH cholanoate methyl ester (pure),12b-C24methyl-oate(OH),NA,12b,Methyl_ester,methyl_ester,NA,,NA,,,,
Amine,818,R-P7Z7TZ,SHLFR,17,NA,3-hydroxyanthranilic acid (97%),3-hydroxyanthranilic acid,NA,NA,NA,,NA,,,,,,
BA,339,r-7mas4b,BADer,7,10,"3,7 diacetyl uncholate methyl (impure)","3(Ac),7(Ac)-C24methyl-oate(AC)2",NA,3_7,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,311,R-USHFYG,BADer,5,2,"3 cathyl 7,12-dioxo- 5b cholan-24-oic acid","3(CHOEt),7k,12k-C24oic(O)2(CHOEt)",NA,3_7k_12k,NA,carboxylic_acid,NA,,NA,,,,
BA,265,R-KNM2A2,UCFBA,10,7,Nor lithocholic acid,3a-C23oic(OH),NA,3a,NA,carboxylic_acid,NA,,NA,,,,
BA,484,R-3YVPDZ,UnCBA,8,10,3a (C23),3a-C23oic(OH),NA,3a,NA,carboxylic_acid,NA,,NA,,,,
BA,531,R-BB5XEM,MUnCBA,3,7,Norlithocholic Acid (C23),3a-C23oic(OH),NA,3a,NA,carboxylic_acid,NA,,NA,,,,
BA,641,R-MHMB62,UnuBAC,4,5,Lithocholyl-Cholamine (+),3a-C24amine(OH),NA,3a,Amine,amine,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(N)=O)CC[C@@]4([H])[C@]3([H])CC[C@]2([H])C1,NA,,,,
BA,658,R-FHS6YH,UnuBAC,5,8,Lithocholamine (BuOH-Ether [assuming solvent]),3a-C24amine(OH),NA,3a,Amine,amine,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(N)=O)CC[C@@]4([H])[C@]3([H])CC[C@]2([H])C1,NA,,,,
BA,318,r-7gtja3,BADer,5,9,"Methyl ester of hyodeoxycholic acid (3a,6a dihydroxy)","3a, 6a-C24methyl-oate(OH)2",NA,3a_6a,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,446,R-6733F3,UnCBA,4,4,3a 12a delta 8-14,"3a,(8-14)Δ,12a-C24oic(OH)2(C=C)",NA,3a_12a,NA,carboxylic_acid,NA,,8_14,,,,
BA,431,R-JBKH9X,UnCBA,2,5,3a 12a 7Me (C25),"3a,12a-7methyl-C25oic(OH2)(Me)",NA,3a_7_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,266,R-P9A5CS,UCFBA,10,8,bisnordeoxycholic sodium salt,"3a,12a-C22oic(OH)2",NA,3a_12a,NA,carboxylic_acid,Sodium,,NA,,,,
BA,490,R-EBBTJ8,UnCBA,9,6,3a 12a (C22),"3a,12a-C22oic(OH)2",NA,3a_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,250,R-UEJPEZ,UCFBA,9,2,nor deoxycholic acid (pure),"3a,12a-C23oic(OH)2",NA,3a_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,257,R-8HSD4T,UCFBA,9,9,Nordeoxycholate Na+ (pure),"3a,12a-C23oic(OH)2",NA,3a_12a,NA,carboxylic_acid,Sodium,,NA,,,,
BA,480,R-W7E7GY,UnCBA,8,6,3a 12a (C23),"3a,12a-C23oic(OH)2",NA,3a_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,216,R-ZRGW8Z,UCFBA,5,8,7 Ester methyl Deoxycholate Na+ (pure),"3a,12a-C24methyl-oate(OH)2",NA,3a_12a,NA,carboxylic_acid,Sodium,,NA,,,,
BA,234,R-FN97R2,UCFBA,7,6,Me Deoxy (95.5%),"3a,12a-C24methyl-oate(OH)2",NA,3a_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,304,R-GD75T9,BADer,4,5,Methyl Deoxy,"3a,12a-C24methyl-oate(OH)2",NA,3a_12a,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,365,r-e8jtx8,BADer,10,7,methyl deoxycholate,"3a,12a-C24methyl-oate(OH)2",NA,3a_12a,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,429,R-GMHT8Z,UnCBA,2,3,homo 3a 12a (C25),"3a,12a-C25oic(OH2)",NA,3a_12a,NA,carboxylic_acid,NA,,NA,,,,
BA,179,R-6UUKGM,UCFBA,2,1,3a 12b dihydroxy cholanate Na+ Salt,"3a,12b-C24oic(OH)2",NA,3a_12b,NA,carboxylic_acid,Sodium,,NA,,,,
BA,184,R-5G2NGA,UCFBA,2,6,3a Oh 12-Keto 5b cholanoic acid,"3a,12k-C24oic(OH)(O)",NA,3a_12k,NA,carboxylic_acid,NA,,NA,,,,
BA,236,R-WCQRCP,UCFBA,7,8,3a OH 12k CO2H (impure),"3a,12k-C24oic(OH)(O)",NA,3a_12k,NA,carboxylic_acid,NA,,NA,,,,
BA,475,R-NDX9YX,UnCBA,7,9,3a 12k,"3a,12k-C24oic(OH)(O)",NA,3a_12k,NA,carboxylic_acid,NA,,NA,,,,
